,0
111,"

액화 석유가스
화학용어사전

상온·상압에서는 기체인 프로판, 부탄 등의 혼합물을 수송·저장하기 위해, 상압 또는 가압하에서 냉각하여 액화한 것. 약어 LPG이다. 천연가스 또는 원유 용존가스에서 회수된다. 또 석유화학 공장에서 회수된 것 중에는 프로필렌과 부틸렌을 함유하는 경우도 있다. 프로판은 주로 가정 연료로, 부탄은 공장 연료, 에틸렌제조 원료 이외에 자동차 연료로도 사용된다.
외국어 표기 液化石油──(한자), liquefied petroleum gas(영어)
약어 LPG

"
112,"

파인 세라믹
전자용어사전

일본제 영어. 종래의 자기와는 달리 인공적으로 정제 합성된 재료를 써서 만든 자기. 내열성, 내강성, 내식성이 뛰어나 유전 재료, 기구 재료로서 매우 넓은 용도가 있다. 원료로서는 지르코니아(ZrO2), 베릴리아(BeO2), 붕소(B2O3) 등의 산화물을 비롯하여 각종 질화물이나 탄화물 등이 쓰인다.
외국어 표기 fine ceramics(영어)
참조어 뉴 세라믹스(new ceramics)

"
113,콘크리트의 부착을 좋게 하기 위해 환강(丸銅) 표면에 요철(凹凸)을 붙인 것.
114,"너도밤나무과에 속하는 낙엽 교목. 밤나무의 별종. 습윤지를 좋아아고, 공원이나 가로 등 넓은 공간에 적합하다."
115,공사의 발주자 또는 수주자가 설계 도서를 대상으로 수량 산출을 하여 단가를 곱해서 얻어진 순공사비에 현장 경비와 일반 관리비 등 부담액의 제경비를 더해서 산출한 공사 가격의 예측 금액.
116,"절연물로 지지된 나통(裸銅) 띠 등의 도전체를 강철제 외함에 수납한 배선통으로, 배선 파이프군을 유도하는 덕트. 공장 · 빌딩 등의 대용량 간선 등에 쓰인다."
117,① 단면 주축의 방향에 생기는 수직 응력. 즉 주응력도면에 직각으로 생기는 응력. 주응력도와 그것이 작용하는 면적과의 곱으로 나타내어진다.② 주응력도를 약해서 주응력이라고도 한다.
118,"집합 주택의 계획에서 동(棟)을 병렬로 배치했을 때 동 상호의 간격. 전면 · 측면 중 전면 인접동 간격으로 동의 배치를 정하는 경우가 많다. 일조 조건 · 시계(視界) · 채광 · 프라이버시 등을 고려하여 결정하지만, 일반적으로는 동지(冬至)에 거실에 4시간 이상의 일조가 얻어지도록 한다."
119,"정정(靜定) 또는 부정정의 구조물에 많은 힘이 동시에 작용할 때 그것이 미치는 영향, 예 를 들면 휨 모멘트, 전단력, 축방향력, 휨, 휨각 등은 모두 개개의 힘에 의한 영향의 총합과 같고, 부하의 순서에도 관계가 없다는 원리. 구조물이 미소 변형을 대상으로 한 탄성체인 경우에 한해 성립한다(단, 축방향력을 수반하는 휨의 경우 등 약간의 예외가 있다)."
120,"재료의 인장 시험에서 표점간 거리의 신장을, 원래의 표점간 거리로 나누어서 백분율로 나타낸 것."
121,"

분산제
화학용어사전

큰 입자와 응집한 입자를 분쇄하여 보다 작은 입자와 콜로이드 입자로 만들 때 생성된 미소 입자의 응집을 방지하기 위해 가하는 물질. 계면 활성제, 고분자 물질 등 흡착성 물질이 사용된다. 펩타이저도 분산제에 포함된다.
외국어 표기 分散劑(한자), dispersant(영어), dispersing agent(영어)

"
122,"

연수
간호학대사전

지질에 유래하는 수중의 칼슘ㆍ마그네슘의 이온량을 이에 대응하는 탄산칼슘의 ppm으로 나타냈을 때에, 이 수치(경도)가 적은 물을 연수라고 한다. 경도가 현저하게 낮은 음료수는 맛이 없고 우치(齲齒)를 만들기 쉽다고 한다.
외국어 표기 soft water(영어), 軟水(한자), weiches Wasser(독일어)

"
123,"

전자 접촉기
전기용어사전

전자석으로 제어되는 개폐기로, 대전류를 개폐하는 경우가 많기 때문에 소호장치를 갖춘 것이 많다. 개폐 빈도와 전기적 · 기계적인 수명에 따라 여러 가지 종류가 있다. 전동기 회로의 개폐 등에 쓰인다.
외국어 표기 electro magnetic contactor(영어), 電磁接觸器(한자)

"
124,"

송풍
건축용어사전

송풍기에 의해 덕트를 통해서 공기를 보내는 것을 말하며, 덕트 내는 대기압에 대하여 정압이 된다.
외국어 표기 blast(영어), 送風(한자)

"
125,"

전위차
자동차 용어사전

정전계 또는 전기 회로에서의 두 점 사이의 전위의 차 즉 전압을 말한다.정전계에서는 1C(쿨롱)의 전하를 운반하는 데 요하는 일이 1J(줄)인 두 점 사이의 전위차를 1V(볼트)로 하고, 전기 회로에서는 1Ω(옴)의 저항에 1A(암페어)의 전류를 흘리는 데 요하는 저항 양단의 전위차를 1V로 한다.
외국어 표기 電位差(한자), potential difference(영어)

"
126,면진을 목적으로 한 구조. 능동형과 수동형으로 분류된다.
127,차용한 가옥 등 내구재의 사용 · 수익에 대하여 차주(借主)가 대주(貸主)에게 임대료를 지불하는 임대 계약.
128,건물 주위를 파내려가서 한쪽에 옹벽을 설치한 도랑. 방습 · 방수 · 채광 · 통풍에 유효하다.
129,"주로 모래질 지반에 유효한 배수 공법의 하나이다. 웰 포인트라는 양수관을 다수 박아 넣고, 상부를 연결하여 진공 펌프와 와권(渦卷) 펌프를 조합시킨 펌프에 의해 지하수를 강제 배수한다. 중력 배수가 유효하지 않은 경우에 널리 쓰이는데, 1단의 양정이 7m 정도까지이므로 깊은 굴착에는 여러 단의 웰 포인트가 필요하게 된다."
130,"

부탄 가스
건축용어사전

상온에서 5기압 정도로 가압하면 액화하는 석유계 가스. 소형 봄베에 압입되어 가정이나 캠프용 연료로서 시판되고 있다.
외국어 표기 butane gas(영어)

"
131,"공기를 흡입하여 이것을 공기 조화해서 내보내는 장치. 장치 내에 공기 정화, 공기 냉각 및 감퇴, 공기 가열 및 가습의 기능을 가진, 다음과 같은 각종의 기기가 케이싱에 수납되어 있다. 공기 여과기(에어필터 : AF), 공기 예열기(PH), 공기 예냉기(PC), 공기 냉각 감습기(AC), 공기 가습기(AH), 공기 재열기(RH), 송풍기(F) 등이다. PH와 RH로서는 공기 가열코일(HC), PC와 AC로서는 공기 청정기(AW) 또는 공기 냉각 코일(CC), AH로서는 공기 청정기 또는 가습 팬(HP)이 사용된다. 이들 기기의 조합 방법은 공기 조화 조건, 기계실의 크기, 열부하의 성질, 예산 등에 따라 여러 가지로 다르다. 또 공기 조화기를 건물의 한 곳에 모으고, 각 방에는 덕트에 의해서 송풍하는 방식을 중앙식(central system), 각각의 실내에 공기 조화기를 두는 방식을 개별식(unit system)이라 하고, 후자용의 장치를 유닛 공기 조화기라 한다."
132,"철근 콘크리트 구조에서 주로 휨 모멘트에 의해 생기는 장력에 대하여 배치된 철근. 기둥에서는 재축(材軸) 방향으로 넣는 철근. 보에서는 상부근, 하부근으로 재축 방향으로 사용한다. 슬래브에서는 짧은 변 방향의 인장 철근을 말한다. 일반적으로 기둥 · 보에서는 주근경은 13~25㎜의 범위이고, 슬래브에서는 9㎜나 13㎜가 사용된다."
133,액체를 일단 높은 곳으로 올렸다가 낮은 곳으로 옮기기 위한 곡관(曲管). 사이폰에 의한 액체의 유하(流下) 현상을 사이폰 작용이라 한다.
134,"

빌라
부동산용어사전

외국에서는 시골의 저택, 교외의 별장이나 별장식 주택, 교외주택을 이른 말이다. 우리나라에서는 주로 고급스런 공동주택이라는 뜻으로 사용되나, 고급연립주택 뿐 아니라 다세대 주택이나 보통 연립주택의 이름을 지을 때도 고급스런 이미지를 표현하기 위해 주택사업자들이 ○○빌라 하는 식으로 이용하고 있다.
외국어 표기 villa(영어)

"
135,"두 장의 유리를 일정한 간격으로 하여, 주위를 접착제로 접착해서 밀폐하고, 그 중간에 완전 건조 공기를 봉입한 유리. 단열 · 차음 · 결로 방지 등의 효과가 있다. 페어 글라스라고도 한다."
136,"스프링클러 설비의 자동 경보 장치 구성 기기의 하나. 본체 내의 유수 현상을 자동적으로 검지하여 신호 또는 경보를 발하는 장치. 습식, 건식, 예비 작동식이 있다."
137,"화재가 발생했을 때 지상에서 호스를 연장하기가 곤란한 고층 건물 등을 대상으로 하여 소방 펌프차로부터 송수구를 통해서 압력수를 보내어 방수구에서 호스, 노즐에 의해 방수하여 소화하는 설비."
138,정지하고 있는 유체 중의 임의의 면에 작용하는 압력. 대기압 · 정수압은 이에 해당한다. 속도 V로 이동하고 있는 밀도p의 물체 표면에는 정압 p와 동압 이 작용하여 베르누이의 법칙에 의해 그 합이 일정하게 된다. 흐름을 막는 물체의 면에서는 유속 V가 저하하고 동압이 내려간 만큼 정압이 상승하여 그 면을 밀게 된다. 풍하중의 산정에서는 이 정압 변동분과 속도압의 비가 풍압 계수로 된다.
139,"

플리커
전자용어사전

텔레비전의 수상 화면이나 형광등의 어른거림과 같은 광도의 주기적 변화가 시각으로 느껴지는 것을 말한다. 텔레비전에서는 이 플리커를 적게 하기 위해 비월 주사를 하여 한 장의 화면을 2회로 나누어서 송상하고 있고, 형광등에서도 2개 이상인 경우는 점등의 위상을 벗어나게 하여 플리커를 적게 하는 등의 방법이 쓰이고 있다.
외국어 표기 flicker(영어)

"
140,"밸브의 입구와 출구가 S자 모양으로 연결되어 있는 형식을 글로브형이라 하고, 일반적으로 구슬모양의 밸브 박스 속에 S자 모양의 유로(流路)를 가지며, 더욱이 입구와 출구의 중심선이 일직선상에 있는 밸브를 글로브 밸브라 한다."
141,화재시의 피난 · 구조 · 소화 활동을 위해 소방용 사다리차가 도달할 수 없는 높이 이상의 건축물에 설치되는 엘리베이터.
142,"

모더니즘
미술대사전(용어편)

‘근대주의’라는 뜻으로 20세기 아방가르드(전위예술)의 제운동이나 제양식을 장식적 ∙ 감각적으로 재치있게 절충시켜 소위 현대감각에 걸맞는 표현을 얻으려는 태도를 말함. 그러나 대체로 부정적인 뉘앙스를 풍길 때 쓰는 일이 많다. 무엇이든 새것이면 좋아하는 경향에 대해서도 쓰인다.
외국어 표기 Modernism(영어)

"
143,"

전소
건축용어사전

화재에 의해 건축물의 대부분 혹은 전부가 소손하여 수복이 불가능해진 상태. 화재 통계상은 바닥 면적의 70% 이상 소손한 경우를 말한다.
동의어 burnt down

"
144,시가지 내의 도로.
145,"

백색 소음
실험심리학용어사전

라디오에서 들을 수 있는 지직거리는 소리와 같이 모든 주파수를 포함한 소리.
외국어 표기 white noise FM(영어)
참고문헌 정찬섭, 김정오, 도경수, 박권생, 박창호, 김유진, 남종호 공역(1999년). 감각과 지각(제4판). 시그마프레스., 김현택, 박순권, 조선영 공역(1997년). 생리심리학의 기초. 시그마프레스.
참조어 백색 잡음(white noise FM)

"
146,목재 세포가 최대 한도의 수분을 흡착한 상태. 함수율이 약 30%의 상태이다. 목재의 세기는 섬유 포화점 이상의 함수율에서는 변화는 없지만 그 이하가 되면 함수율이 작을수록 세기는 증대한다.
147,"UV는 ultraviolet rays의 약어. 자외선을 발생하는 램프. 재료의 자외선 열화의 촉진 시험, 또는 살균등으로서 이용한다."
148,건물의 정초식 때 건축물 기초 부분(대개 모퉁이)에 설치하는 기공 연월일을 새긴 작은 돌.
149,단로기 · 차단기 · 변압기 등의 변전용 기기를 강철제 용기에 콤팩트하게 수납하고 패널(뚜껑)에 계기를 부착한 것.
150,① 사람이 타지 않고 소하물을 위 아래로 운반하는 엘리베이터. 또 보통의 엘리베이터를 영국에서는 리프트라고 부른다. 또 스키장에서 공중 케이블을 사용하여 사람이나 물건을 운반하는 설비도 리프트라 한다.
151,건물 등을 장축 방향(도리 방향)으로 수직인 면에서 절단하여 그린 그림.
152,"

경수
간호학대사전

지질에서 유래하는 수중의 칼슘ㆍ마그네슘의 이온량을 이에 대응하는 탄산칼슘의 ppm으로 표시할 때 이 값이 큰 물을 경도가 높다(경수)고 한다. 경수에 비누를 가하면 칼슘염, 마그네슘염의 침전이 생기므로 세탁에는 적합하지 않다. 수도물의 수질기준에서는 경도를 300㎎/ℓ 이하로 하고 있다.
외국어 표기 hard water(영어), 硬水(한자), hartes Wasser(독일어)
참조어 물의 연화법, 연수

"
153,"

클링커
건축용어사전

① 조합(調合)된 시멘트 원료를 반용융 상태로 소성하여 만들어진 암록색의 덩어리.② 시멘트뿐만 아니라 석회, 마그네시아 등을 구워서 제어하는 것의 덩어리를 모두 클링커라 한다.
외국어 표기 clinker(영어)

"
154,"

케이싱
건축용어사전

① 일반적으로 어느 기계, 장치, 기구에 대하여 피복 수납, 울 등의 구실을 하는 상자.② 현장치기 콘크리트 말뚝 등에서 굴착 구멍이 붕괴되지 않도록 구멍의 전장 혹은 상부에 넣는 강관.
외국어 표기 casing(영어)
동의어 케이싱 튜브(casing tube)

"
